Quotazioni Fantacalcio Stagione 2025 26,,,,,,,,,,,,,FVM_Stagione_Precedente
ID_Giocatore,Ruolo,Nome_Giocatore,Squadra,FVM_Mercato,FVM_Stagione_Precedente,Differenza_FVM_Stagioni,FVM_Qt_Ratio,Quotazione_Attuale_Mercato,Quotazione_Iniziale_Mercato,Differenza_Prezzo_Mercato,FVM_Attuale,Partite_Giocate,Partite_Titolare,Minuti_Giocati,Partite_90_Minuti,Gol_Totali,Assist_Totali,Gol_Plus_Assist,Gol_Senza_Rigori,Rigori_Realizzati,Rigori_Tentati,Cartellini_Gialli,Cartellini_Rossi,Expected_Goals,Expected_Goals_Senza_Rigori,Expected_Assist,Expected_Goals_Plus_Assist,Progressioni_Con_Palla,Progressioni_Passaggi,Progressioni_Ricezioni
697,D,Cuadrado,Pisa,12,15,-2.0,2.167,6,6,0,13,23,7,832,9.2,0,2,2,0,0,0,3,0,0.9,0.9,2.0,2.9,41,64,90
4461,D,Zappa,Cagliari,16,16,-3.0,1.857,7,7,0,13,37,35,3060,34.0,2,0,2,2,0,0,4,0,0.9,0.9,3.6,4.5,57,146,82
6867,D,Valle,Como,13,11,2.0,2.167,6,6,0,13,15,12,1030,11.4,0,0,0,0,0,0,2,0,0.3,0.3,0.7,1.0,19,44,30
770,D,Pezzella Giu.,Cremonese,13,19,-6.0,2.167,6,5,1,13,35,34,2878,32.0,0,3,3,0,0,0,7,0,0.6,0.6,4.6,5.2,77,80,143
4904,D,Marì,Fiorentina,13,,,2.167,6,7,-1,13,,,,,,,,,,,,,,,,,,,
4657,D,Celik,Roma,16,15,-2.0,1.857,7,8,-1,13,,,,,,,,,,,,,,,,,,,
5750,D,Ostigard,Genoa,13,,,2.600,5,5,0,13,,,,,,,,,,,,,,,,,,,
7235,D,Troilo,Parma,13,,,2.167,6,6,0,13,,,,,,,,,,,,,,,,,,,
6663,D,Circati,Parma,13,9,4.0,2.600,5,5,0,13,6,6,540,6.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,1,10,0
5010,D,Ismajli,Torino,13,21,-8.0,1.857,7,8,-1,13,29,29,2508,27.9,0,0,0,0,0,0,3,0,0.3,0.3,0.0,0.4,3,38,1
5812,D,Terracciano F.,Cremonese,13,9,4.0,2.600,5,2,3,13,13,6,539,6.0,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,5,14,9
6869,D,Ramon,Como,13,,,2.600,5,4,1,13,,,,,,,,,,,,,,,,,,,
7220,D,Belghali,Verona,12,,,3.000,4,4,0,12,,,,,,,,,,,,,,,,,,,
2273,D,Caracciolo A.,Pisa,12,,,2.400,5,4,1,12,,,,,,,,,,,,,,,,,,,
7155,D,Muharemovic,Sassuolo,12,,,2.400,5,5,0,12,,,,,,,,,,,,,,,,,,,
2653,D,Lykogiannis,Bologna,12,13,-1.0,2.400,5,5,0,12,17,12,1048,11.6,0,4,4,0,0,0,3,0,0.2,0.2,1.6,1.8,10,49,36
6485,D,Kristensen T.,Udinese,13,10,2.0,1.714,7,5,2,12,24,19,1754,19.5,1,0,1,1,0,0,5,0,0.9,0.9,0.3,1.2,19,76,19
7139,D,Canestrelli,Pisa,12,,,3.000,4,3,1,12,,,,,,,,,,,,,,,,,,,
6989,D,Tiago Gabriel,Lecce,12,1,11.0,6.000,2,1,1,12,2,0,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0
6642,D,Coco,Torino,12,20,-8.0,1.500,8,8,0,12,32,32,2845,31.6,2,0,2,2,0,0,10,0,1.2,1.2,0.0,1.2,17,70,3
7240,D,Siebert,Lecce,11,,,2.750,4,5,-1,11,,,,,,,,,,,,,,,,,,,
5449,D,Parisi,Fiorentina,10,13,-2.0,2.750,4,4,0,11,26,11,1124,12.5,2,0,2,2,0,0,3,0,0.5,0.5,0.8,1.3,25,40,35
6230,D,Dossena,Como,11,10,1.0,2.750,4,4,0,11,23,20,1825,20.3,0,2,2,0,0,0,1,1,0.8,0.8,0.7,1.5,4,36,1
5307,D,Valenti,Parma,11,12,-1.0,2.750,4,4,0,11,20,18,1556,17.3,1,0,1,1,0,0,6,1,0.2,0.2,0.2,0.4,3,28,3
7212,D,Heggem,Bologna,13,,,1.833,6,5,1,11,,,,,,,,,,,,,,,,,,,
1891,D,Ceccherini,Cremonese,12,,,2.750,4,4,0,11,,,,,,,,,,,,,,,,,,,
6814,D,Norton-Cuffy,Genoa,11,6,5.0,2.750,4,3,1,11,14,8,719,8.0,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.4,12,18,21
791,D,Sabelli,Genoa,13,9,2.0,2.750,4,5,-1,11,34,23,2058,22.9,0,2,2,0,0,0,3,0,0.1,0.1,1.9,2.1,36,88,43
4374,D,Walukiewicz,Sassuolo,12,12,-1.0,1.833,6,6,0,11,29,20,1661,18.5,0,0,0,0,0,0,6,0,0.4,0.4,0.3,0.7,25,80,31
2263,D,Lazzari,Lazio,11,10,1.0,2.750,4,4,0,11,25,16,1406,15.6,0,1,1,0,0,0,3,0,0.1,0.1,1.3,1.4,72,66,96
5820,D,Bertola,Udinese,11,,,1.833,6,6,0,11,,,,,,,,,,,,,,,,,,,
6631,D,Ghilardi,Roma,11,10,1.0,2.750,4,4,0,11,24,21,2029,22.5,0,0,0,0,0,0,7,1,0.6,0.6,0.2,0.8,16,57,7
5994,D,Ebosse,Verona,13,,,2.200,5,5,0,11,2,0,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,0
6965,D,Lovik,Parma,11,5,6.0,3.667,3,2,1,11,,,,,,,,,,,,,,,,,,,
388,D,Albiol,Pisa,10,,,2.000,5,5,0,10,,,,,,,,,,,,,,,,,,,
6066,D,Posch,Como,12,13,-3.0,1.667,6,6,0,10,14,7,714,7.9,0,0,0,0,0,0,1,0,0.3,0.3,0.7,1.0,11,36,35
487,D,De Silvestri,Bologna,10,11,-1.0,2.500,4,4,0,10,18,13,1060,11.8,1,0,1,1,0,0,1,0,0.8,0.8,0.3,1.1,4,46,30
5701,D,Obert,Cagliari,11,10,0.0,2.500,4,4,0,10,21,13,1077,12.0,1,1,2,1,0,0,4,0,0.9,0.9,0.4,1.3,12,50,19
6039,D,Cabal,Juventus,11,8,2.0,2.500,4,5,-1,10,7,6,460,5.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,14,17,19
4137,D,Diego Carlos,Como,10,,,2.000,5,5,0,10,29,15,1691,18.8,3,2,5,3,0,0,1,0,2.8,2.8,1.6,4.4,31,80,83
7136,D,Kouassi,Lecce,12,,,2.000,5,5,0,10,,,,,,,,,,,,,,,,,,,
1852,D,Spinazzola,Napoli,18,22,-12.0,1.429,7,7,0,10,27,17,1517,16.9,1,1,2,1,0,0,1,0,0.7,0.7,3.5,4.2,83,88,81
6894,D,Unai Nunez,Verona,10,,,2.000,5,5,0,10,,,,,,,,,,,,,,,,,,,
7202,D,Ndiaye,Parma,10,,,2.500,4,4,0,10,,,,,,,,,,,,,,,,,,,
6537,D,Goglichidze,Udinese,11,14,-4.0,2.500,4,4,0,10,33,29,2539,28.2,0,1,1,0,0,0,3,1,0.3,0.3,0.3,0.6,12,45,9
7018,D,Nelsson,Verona,10,8,2.0,2.500,4,5,-1,10,4,1,187,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0
6916,D,Ahanor,Atalanta,12,5,4.0,1.500,6,7,-1,9,6,3,270,3.0,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,3,3,7
7131,D,Floriani Mussolini,Cremonese,9,,,1.800,5,5,0,9,,,,,,,,,,,,,,,,,,,
7130,D,Folino,Cremonese,9,,,2.250,4,4,0,9,,,,,,,,,,,,,,,,,,,
2279,D,Romagna,Sassuolo,9,,,2.250,4,4,0,9,,,,,,,,,,,,,,,,,,,
6426,D,Pedersen,Torino,9,9,0.0,2.250,4,4,0,9,29,15,1362,15.1,0,0,0,0,0,0,3,0,0.6,0.6,0.4,1.0,44,19,77
6957,D,Valentini N.,Verona,9,10,-1.0,2.250,4,4,0,9,14,13,1129,12.5,0,0,0,0,0,0,5,1,0.3,0.3,0.8,1.2,4,42,1
5718,D,Viti,Fiorentina,9,12,-3.0,2.250,4,4,0,9,30,30,2572,28.6,1,0,1,1,0,0,3,0,0.8,0.8,0.2,1.0,17,86,10
6870,D,Faye,Cremonese,9,,,2.250,4,4,0,9,,,,,,,,,,,,,,,,,,,
7274,D,Zè Pedro,Cagliari,9,,,2.250,4,4,0,9,30,6,1102,12.2,10,1,11,8,2,2,2,0,5.3,3.8,1.7,5.4,48,76,89
6639,D,Frese,Verona,9,5,4.0,3.000,3,3,0,9,11,5,549,6.1,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,7,19,12
6809,D,Marianucci,Napoli,9,10,-1.0,3.000,3,3,0,9,18,12,1069,11.9,0,0,0,0,0,0,0,1,0.6,0.6,0.2,0.8,12,28,3
2745,D,Calabresi,Pisa,9,,,1.600,5,4,1,8,,,,,,,,,,,,,,,,,,,
6832,D,Palestra,Cagliari,7,4,4.0,2.667,3,2,1,8,9,2,222,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,13,6,14
6211,D,Zemura,Udinese,8,11,-3.0,2.000,4,3,1,8,23,13,1415,15.7,1,2,3,1,0,0,2,0,1.0,1.0,1.0,2.0,25,42,76
6990,D,Veiga D.,Lecce,8,7,1.0,4.000,2,1,1,8,13,2,374,4.2,0,0,0,0,0,0,0,0,0.6,0.6,0.3,0.9,10,10,13
5532,D,Bradaric,Verona,8,12,-4.0,2.000,4,4,0,8,,,,,,,,,,,,,,,,,,,
49,D,Masina,Torino,10,12,-4.0,2.667,3,4,-1,8,28,20,1919,21.3,1,2,3,1,0,0,5,0,0.7,0.7,0.3,1.0,15,73,10
7154,D,Odenthal,Sassuolo,8,,,2.667,3,3,0,8,,,,,,,,,,,,,,,,,,,
2728,D,Pellegrini Lu.,Lazio,8,13,-5.0,2.000,4,3,1,8,22,10,1067,11.9,0,4,4,0,0,0,5,0,0.7,0.7,1.8,2.4,21,72,61
6896,D,Van Der Brempt,Como,8,8,0.0,2.000,4,4,0,8,20,14,1257,14.0,0,1,1,0,0,0,3,0,0.5,0.5,0.5,0.9,19,42,34
5168,D,Tsimikas,Roma,8,,,2.000,4,4,0,8,,,,,,,,,,,,,,,,,,,
6351,D,Lamptey,Fiorentina,10,,,1.600,5,5,0,8,,,,,,,,,,,,,,,,,,,
6013,D,Barbieri,Cremonese,9,,,2.000,4,4,0,8,,,,,,,,,,,,,,,,,,,
5498,D,Casale,Bologna,8,9,-1.0,2.000,4,4,0,8,15,9,900,10.0,0,1,1,0,0,0,1,0,0.5,0.5,0.5,0.9,3,29,2
5527,D,Zanoli,Udinese,8,16,-8.0,2.667,3,3,0,8,31,19,1711,19.0,1,0,1,1,0,0,3,0,0.4,0.4,1.6,2.0,65,27,90
6411,D,Mateus Lusuardi,Pisa,7,,,1.750,4,4,0,7,,,,,,,,,,,,,,,,,,,
327,D,Patric,Lazio,8,5,2.0,1.750,4,4,0,7,10,5,607,6.7,1,0,1,1,0,0,2,0,1.1,1.1,0.0,1.1,4,30,5
5899,D,Gigot,Lazio,7,13,-6.0,1.750,4,4,0,7,15,7,683,7.6,2,0,2,2,0,0,2,0,1.3,1.3,0.0,1.3,7,12,5
7125,D,Idrissi R.,Cagliari,7,,,2.333,3,3,0,7,,,,,,,,,,,,,,,,,,,
5435,D,Moreno Alb.,Como,7,12,-5.0,2.333,3,3,0,7,24,21,1727,19.2,0,0,0,0,0,0,4,0,0.4,0.4,1.2,1.6,23,81,58
5353,D,Balogh,Parma,7,10,-3.0,2.333,3,3,0,7,29,23,2053,22.8,0,1,1,0,0,0,5,0,0.4,0.4,0.1,0.5,7,37,1
7260,D,Ziolkowski,Roma,7,,,2.333,3,3,0,7,,,,,,,,,,,,,,,,,,,
6925,D,Palma,Udinese,7,,,7.000,1,1,0,7,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0
6900,D,Rui Modesto,Udinese,4,14,-8.0,3.000,2,2,0,6,20,4,608,6.8,0,1,1,0,0,0,1,0,0.5,0.5,0.8,1.3,16,22,43
5156,D,Nkounkou,Torino,6,,,2.000,3,3,0,6,,,,,,,,,,,,,,,,,,,
6665,D,Coulibaly W.,Sassuolo,8,,,1.500,4,4,0,6,38,30,2667,29.6,1,0,1,1,0,0,3,0,0.8,0.8,0.9,1.7,21,93,49
4263,D,Kabasele,Udinese,6,7,-1.0,2.000,3,3,0,6,16,12,1161,12.9,2,0,2,2,0,0,0,0,1.5,1.5,0.4,1.9,9,44,7
140,D,Hysaj,Lazio,6,6,0.0,2.000,3,3,0,6,11,4,424,4.7,0,3,3,0,0,0,2,1,0.2,0.2,1.6,1.8,4,14,18
418,D,Goldaniga,Como,6,13,-7.0,1.500,4,4,0,6,32,28,2532,28.1,1,0,1,1,0,0,12,1,2.5,2.5,0.3,2.8,20,81,8
5481,D,Mazzocchi,Napoli,6,8,-3.0,1.667,3,3,0,5,20,7,702,7.8,0,0,0,0,0,0,3,0,0.3,0.3,0.4,0.6,20,23,43
6496,D,Bartesaghi,Milan,5,5,0.0,1.667,3,3,0,5,4,1,118,1.3,0,0,0,0,0,0,0,1,0.0,0.0,0.1,0.1,2,2,17
294,D,Rugani,Juventus,5,,,1.667,3,3,0,5,,,,,,,,,,,,,,,,,,,
7069,D,Fortini,Fiorentina,4,,,1.667,3,3,0,5,,,,,,,,,,,,,,,,,,,
6444,D,Bonfanti,Pisa,5,,,2.500,2,2,0,5,,,,,,,,,,,,,,,,,,,
7014,D,Smolcic I.,Como,6,10,-5.0,2.500,2,2,0,5,,,,,,,,,,,,,,,,,,,
7012,D,Provstgaard,Lazio,5,5,0.0,1.250,4,3,1,5,,,,,,,,,,,,,,,,,,,
7011,D,Slotsager,Verona,5,1,4.0,2.500,2,2,0,5,,,,,,,,,,,,,,,,,,,
7271,D,Odogu,Milan,5,,,2.500,2,2,0,5,,,,,,,,,,,,,,,,,,,
6431,D,Paz Y.,Sassuolo,5,,,5.000,1,1,0,5,35,30,2687,29.9,6,8,14,6,0,1,6,0,9.3,8.5,6.0,14.5,77,163,171
6041,D,Schuurs,Torino,5,7,-2.0,1.667,3,3,0,5,,,,,,,,,,,,,,,,,,,
5406,D,Di Pardo,Cagliari,4,,,2.000,2,2,0,4,,,,,,,,,,,,,,,,,,,
7156,D,Pieragnolo,Sassuolo,4,,,2.000,2,2,0,4,,,,,,,,,,,,,,,,,,,
6992,D,Oyegoke,Verona,5,4,0.0,2.000,2,2,0,4,5,0,103,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,2,5
7196,D,Denoon,Pisa,4,,,2.000,2,2,0,4,,,,,,,,,,,,,,,,,,,
6803,D,Rouhi,Juventus,4,6,-2.0,4.000,1,1,0,4,5,1,210,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,9,7
7140,D,Coppola F.,Pisa,4,,,4.000,1,1,0,4,34,33,2927,32.5,2,0,2,2,0,0,10,0,0.7,0.7,0.1,0.8,4,48,3
