Quotazioni Fantacalcio Stagione 2025 26,,,,,,,,,,,,,FVM_Stagione_Precedente
ID_Giocatore,Ruolo,Nome_Giocatore,Squadra,FVM_Mercato,FVM_Stagione_Precedente,Differenza_FVM_Stagioni,FVM_Qt_Ratio,Quotazione_Attuale_Mercato,Quotazione_Iniziale_Mercato,Differenza_Prezzo_Mercato,FVM_Attuale,Partite_Giocate,Partite_Titolare,Minuti_Giocati,Partite_90_Minuti,Gol_Totali,Assist_Totali,Gol_Plus_Assist,Gol_Senza_Rigori,Rigori_Realizzati,Rigori_Tentati,Cartellini_Gialli,Cartellini_Rossi,Expected_Goals,Expected_Goals_Senza_Rigori,Expected_Assist,Expected_Goals_Plus_Assist,Progressioni_Con_Palla,Progressioni_Passaggi,Progressioni_Ricezioni
218,P,Perin,Juventus,1,1,0.0,1.000,1,1,0,1,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
1930,P,Pinsoglio,Juventus,1,1,0.0,1.000,1,1,0,1,,,,,,,,,,,,,,,,,,,
7261,P,Cavlina,Como,1,,,1.000,1,1,0,1,,,,,,,,,,,,,,,,,,,
2401,P,Fruchtl,Lecce,1,1,0.0,1.000,1,1,0,1,,,,,,,,,,,,,,,,,,,
6523,P,Samooja,Lecce,1,1,0.0,1.000,1,1,0,1,,,,,,,,,,,,,,,,,,,
2815,P,Terracciano,Milan,1,1,0.0,1.000,1,1,0,1,13,6,539,6.0,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,5,14,9
6813,P,Torriani,Milan,1,1,0.0,1.000,1,1,0,1,,,,,,,,,,,,,,,,,,,
2845,P,Contini,Napoli,1,1,0.0,1.000,1,1,0,1,,,,,,,,,,,,,,,,,,,
7236,P,Toniolo,Verona,1,,,1.000,1,1,0,1,,,,,,,,,,,,,,,,,,,
5338,P,Rinaldi,Parma,1,,,1.000,1,1,0,1,,,,,,,,,,,,,,,,,,,
2271,P,Nicolas,Pisa,1,,,1.000,1,1,0,1,10,2,287,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,9,2
7169,P,Zelezny,Roma,1,,,1.000,1,1,0,1,,,,,,,,,,,,,,,,,,,
610,P,Gollini,Roma,1,1,0.0,1.000,1,1,0,1,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0
2127,P,Satalino,Sassuolo,1,,,1.000,1,1,0,1,,,,,,,,,,,,,,,,,,,
5320,P,Paleari,Torino,1,1,0.0,1.000,1,1,0,1,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
6210,P,Popa,Torino,1,,,1.000,1,1,0,1,,,,,,,,,,,,,,,,,,,
543,P,Padelli,Udinese,1,1,0.0,1.000,1,1,0,1,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
511,P,Perilli,Verona,1,1,0.0,1.000,1,1,0,1,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
6125,P,Vasquez D.,Roma,1,9,-8.0,1.000,1,1,0,1,,,,,,,,,,,,,,,,,,,
7185,P,Nunziante,Udinese,1,,,1.000,1,1,0,1,,,,,,,,,,,,,,,,,,,
158,P,Lezzerini,Fiorentina,1,,,1.000,1,1,0,1,,,,,,,,,,,,,,,,,,,
2211,P,Silvestri,Cremonese,1,1,0.0,1.000,1,1,0,1,18,13,1060,11.8,1,0,1,1,0,0,1,0,0.8,0.8,0.3,1.1,4,46,30
6662,P,Corvi,Parma,1,1,0.0,1.000,1,1,0,1,,,,,,,,,,,,,,,,,,,
6417,P,Furlanetto,Lazio,1,1,0.0,1.000,1,1,0,1,,,,,,,,,,,,,,,,,,,
